shapeclass,filename,featurevector
Computer,data/normalized/Computer/m1769.obj,"[0.3456702650670261, 0.0, 0.2129456343353086, 6.753553349243367e-05, [0.049, 0.106, 0.124, 0.153, 0.151, 0.113, 0.104, 0.061, 0.047, 0.038, 0.025, 0.016, 0.01, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.002, 0.001, 0.001, 0.005, 0.014, 0.026, 0.044, 0.093, 0.144, 0.135, 0.115, 0.063, 0.074, 0.073, 0.075, 0.089, 0.043, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005, 0.018, 0.033, 0.052, 0.072, 0.078, 0.078, 0.084, 0.086, 0.082, 0.097, 0.109, 0.072, 0.062, 0.037, 0.019, 0.013, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.001, 0.007, 0.016, 0.039, 0.061, 0.084, 0.097, 0.091, 0.109, 0.118, 0.1, 0.091, 0.066, 0.058, 0.026, 0.023, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.002, 0.014, 0.031, 0.056, 0.072, 0.084, 0.092, 0.113, 0.104, 0.106, 0.096, 0.076, 0.048, 0.044, 0.026, 0.02, 0.008, 0.004, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Computer,data/normalized/Computer/m1772.obj,"[0.14079297777256225, 0.0, 0.12222411223384105, 0.0003579717707865381, [0.131, 0.11, 0.147, 0.112, 0.103, 0.098, 0.076, 0.046, 0.048, 0.037, 0.021, 0.035, 0.023, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.014, 0.011, 0.021, 0.025, 0.023, 0.022, 0.038, 0.055, 0.085, 0.078, 0.074, 0.123, 0.143, 0.111, 0.044, 0.053, 0.035, 0.034, 0.005, 0.003, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.022, 0.058, 0.046, 0.048, 0.065, 0.074, 0.102, 0.1, 0.103, 0.086, 0.084, 0.068, 0.036, 0.045, 0.035, 0.019, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.016, 0.038, 0.05, 0.074, 0.094, 0.081, 0.118, 0.096, 0.103, 0.097, 0.089, 0.06, 0.034, 0.026, 0.013, 0.004, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.018, 0.053, 0.093, 0.125, 0.109, 0.116, 0.113, 0.085, 0.074, 0.058, 0.06, 0.041, 0.027, 0.015, 0.008, 0.004, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Computer,data/normalized/Computer/m1775.obj,"[0.10652964009218094, 0.0, 0.11000033870988979, 0.00012504161720357308, [0.082, 0.135, 0.123, 0.139, 0.123, 0.099, 0.088, 0.073, 0.046, 0.029, 0.023, 0.029, 0.007, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.001, 0.009, 0.023, 0.049, 0.074, 0.066, 0.095, 0.061, 0.06, 0.04, 0.033, 0.056, 0.079, 0.13, 0.107, 0.07, 0.031, 0.012, 0.002, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.02, 0.045, 0.068, 0.076, 0.116, 0.134, 0.154, 0.122, 0.102, 0.074, 0.041, 0.023, 0.017, 0.004, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.004, 0.035, 0.06, 0.098, 0.137, 0.127, 0.135, 0.138, 0.103, 0.063, 0.058, 0.026, 0.014, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005, 0.044, 0.078, 0.134, 0.154, 0.138, 0.139, 0.103, 0.085, 0.053, 0.034, 0.017, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Computer,data/normalized/Computer/m1777.obj,"[0.0824454893066349, 0.0, 0.09742520639423422, 0.0003299660920807307, [0.118, 0.127, 0.133, 0.126, 0.1, 0.089, 0.076, 0.056, 0.045, 0.035, 0.03, 0.028, 0.022, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.002, 0.041, 0.021, 0.013, 0.017, 0.03, 0.026, 0.059, 0.103, 0.069, 0.089, 0.152, 0.118, 0.098, 0.05, 0.046, 0.029, 0.021, 0.009, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.067, 0.056, 0.05, 0.062, 0.076, 0.107, 0.094, 0.085, 0.073, 0.099, 0.097, 0.056, 0.039, 0.02, 0.013, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.017, 0.063, 0.091, 0.108, 0.098, 0.093, 0.096, 0.111, 0.076, 0.064, 0.061, 0.052, 0.037, 0.022, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.026, 0.087, 0.134, 0.157, 0.139, 0.121, 0.074, 0.081, 0.054, 0.051, 0.026, 0.021, 0.019, 0.006, 0.002, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Computer,data/normalized/Computer/m1778.obj,"[0.07704899622101082, 0.0, 0.09501266386597787, 0.00023173627178710833, [0.122, 0.128, 0.106, 0.104, 0.093, 0.109, 0.093, 0.06, 0.04, 0.04, 0.028, 0.036, 0.026, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.008, 0.019, 0.014, 0.033, 0.03, 0.051, 0.041, 0.099, 0.195, 0.183, 0.131, 0.111, 0.062, 0.017, 0.001, 0.001, 0.001, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.027, 0.072, 0.077, 0.1, 0.097, 0.117, 0.113, 0.106, 0.099, 0.077, 0.074, 0.023, 0.012, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.016, 0.086, 0.105, 0.113, 0.115, 0.124, 0.118, 0.098, 0.084, 0.067, 0.043, 0.022, 0.005, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.044, 0.131, 0.147, 0.166, 0.129, 0.115, 0.085, 0.053, 0.056, 0.03, 0.024, 0.01, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
ComputerKeyboard,data/normalized/ComputerKeyboard/D00360.obj,"[0.6183959590860089, 0.0, 0.39564046557723415, 0.11721068481563773, [0.266, 0.173, 0.068, 0.059, 0.048, 0.041, 0.036, 0.036, 0.027, 0.046, 0.04, 0.051, 0.036, 0.049, 0.024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.02, 0.049, 0.065, 0.065, 0.07, 0.053, 0.055, 0.048, 0.051, 0.048, 0.061, 0.085, 0.056, 0.078, 0.062, 0.059, 0.052, 0.023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.038, 0.102, 0.12, 0.121, 0.096, 0.096, 0.08, 0.072, 0.06, 0.048, 0.047, 0.03, 0.021, 0.03, 0.028, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.042, 0.148, 0.16, 0.217, 0.156, 0.101, 0.078, 0.059, 0.019, 0.019, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.201, 0.455, 0.245, 0.076, 0.018, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
ComputerKeyboard,data/normalized/ComputerKeyboard/D00525.obj,"[0.920317012763293, 0.0, 1.0, 1.0, [0.277, 0.179, 0.08, 0.049, 0.045, 0.031, 0.039, 0.03, 0.024, 0.038, 0.039, 0.047, 0.054, 0.044, 0.024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.003, 0.011, 0.058, 0.058, 0.111, 0.038, 0.066, 0.071, 0.077, 0.107, 0.033, 0.074, 0.067, 0.063, 0.03, 0.095, 0.007, 0.031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.06, 0.093, 0.138, 0.125, 0.091, 0.085, 0.059, 0.062, 0.048, 0.053, 0.051, 0.046, 0.037, 0.023, 0.016, 0.007, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.077, 0.145, 0.165, 0.193, 0.142, 0.122, 0.086, 0.051, 0.013, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.654, 0.228, 0.112, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
ComputerKeyboard,data/normalized/ComputerKeyboard/D00627.obj,"[0.34328231207195586, 0.0, 0.2503749455725284, 0.04399245043619395, [0.235, 0.148, 0.104, 0.056, 0.032, 0.042, 0.044, 0.032, 0.04, 0.041, 0.042, 0.04, 0.059, 0.071, 0.014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.022, 0.076, 0.077, 0.078, 0.089, 0.052, 0.072, 0.083, 0.052, 0.071, 0.054, 0.059, 0.07, 0.045, 0.04, 0.053, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.041, 0.102, 0.119, 0.127, 0.118, 0.082, 0.072, 0.077, 0.052, 0.049, 0.042, 0.04, 0.03, 0.026, 0.016, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.028, 0.109, 0.2, 0.18, 0.173, 0.139, 0.09, 0.052, 0.021, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.124, 0.295, 0.353, 0.191, 0.032, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
ComputerKeyboard,data/normalized/ComputerKeyboard/D00805.obj,"[0.240552337214113, 0.0, 0.18822284679574394, 0.016374050285961728, [0.249, 0.179, 0.09, 0.057, 0.046, 0.042, 0.034, 0.033, 0.038, 0.045, 0.045, 0.042, 0.047, 0.037, 0.016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.014, 0.056, 0.086, 0.067, 0.065, 0.06, 0.065, 0.078, 0.051, 0.048, 0.057, 0.06, 0.058, 0.055, 0.058, 0.087, 0.035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.044, 0.095, 0.117, 0.113, 0.101, 0.084, 0.065, 0.063, 0.055, 0.051, 0.049, 0.049, 0.036, 0.025, 0.031, 0.014, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.026, 0.115, 0.164, 0.173, 0.181, 0.13, 0.092, 0.056, 0.031, 0.02, 0.007, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.114, 0.278, 0.334, 0.144, 0.067, 0.04, 0.017, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00067.obj,"[0.032719098096802936, 0.0, 0.021718766599444037, 0.0009856971640202713, [0.166, 0.186, 0.07, 0.052, 0.068, 0.097, 0.097, 0.075, 0.049, 0.03, 0.026, 0.027, 0.032, 0.023, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.244, 0.096, 0.039, 0.023, 0.011, 0.022, 0.01, 0.022, 0.015, 0.018, 0.02, 0.029, 0.085, 0.18, 0.185, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.04, 0.091, 0.108, 0.065, 0.057, 0.07, 0.103, 0.156, 0.053, 0.064, 0.031, 0.02, 0.016, 0.028, 0.032, 0.036, 0.027, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.011, 0.055, 0.102, 0.128, 0.169, 0.153, 0.14, 0.09, 0.071, 0.035, 0.031, 0.01, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.011, 0.086, 0.146, 0.182, 0.19, 0.139, 0.1, 0.061, 0.057, 0.022, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00174.obj,"[0.034753468882850226, 0.0, 0.02247594172294836, 0.00028260825718108074, [0.088, 0.152, 0.141, 0.102, 0.097, 0.088, 0.089, 0.067, 0.059, 0.043, 0.031, 0.023, 0.017, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005, 0.05, 0.035, 0.035, 0.015, 0.037, 0.027, 0.038, 0.027, 0.037, 0.073, 0.076, 0.093, 0.081, 0.069, 0.032, 0.067, 0.087, 0.046, 0.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.014, 0.039, 0.053, 0.085, 0.074, 0.084, 0.098, 0.087, 0.073, 0.06, 0.075, 0.058, 0.054, 0.044, 0.031, 0.022, 0.02, 0.016, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005, 0.019, 0.042, 0.068, 0.068, 0.111, 0.124, 0.122, 0.134, 0.091, 0.065, 0.06, 0.042, 0.022, 0.02, 0.002, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.008, 0.031, 0.051, 0.084, 0.113, 0.119, 0.125, 0.121, 0.104, 0.074, 0.062, 0.053, 0.018, 0.019, 0.01, 0.007, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00206.obj,"[0.027840174568664486, 0.0, 0.018778931662510445, 0.00016607609956228238, [0.094, 0.145, 0.136, 0.095, 0.113, 0.086, 0.085, 0.072, 0.053, 0.039, 0.037, 0.026, 0.015, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.098, 0.031, 0.007, 0.007, 0.014, 0.007, 0.006, 0.004, 0.025, 0.014, 0.007, 0.018, 0.032, 0.025, 0.127, 0.044, 0.042, 0.088, 0.106, 0.047, 0.038, 0.081, 0.132, 0.0, 0.0, 0.0, 0.0, 0.0], [0.015, 0.033, 0.039, 0.031, 0.043, 0.05, 0.033, 0.044, 0.079, 0.072, 0.098, 0.089, 0.033, 0.036, 0.037, 0.055, 0.066, 0.081, 0.027, 0.02, 0.017, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.004, 0.022, 0.034, 0.054, 0.047, 0.05, 0.053, 0.07, 0.072, 0.096, 0.085, 0.088, 0.07, 0.069, 0.046, 0.037, 0.022, 0.017, 0.026, 0.02, 0.011, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005, 0.023, 0.044, 0.056, 0.067, 0.078, 0.095, 0.077, 0.085, 0.074, 0.07, 0.067, 0.053, 0.057, 0.041, 0.02, 0.025, 0.022, 0.012, 0.013, 0.006, 0.006, 0.003, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00214.obj,"[0.023395762395466983, 0.0, 0.012865557389218936, 2.4958444716922705e-05, [0.051, 0.095, 0.131, 0.167, 0.12, 0.104, 0.112, 0.086, 0.058, 0.036, 0.025, 0.009, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.008, 0.029, 0.023, 0.032, 0.031, 0.022, 0.022, 0.03, 0.049, 0.052, 0.076, 0.054, 0.084, 0.07, 0.082, 0.076, 0.076, 0.119, 0.065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005, 0.013, 0.037, 0.041, 0.043, 0.042, 0.07, 0.077, 0.076, 0.083, 0.084, 0.1, 0.099, 0.106, 0.034, 0.032, 0.02, 0.02, 0.009, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.003, 0.004, 0.02, 0.028, 0.042, 0.059, 0.079, 0.082, 0.099, 0.097, 0.113, 0.091, 0.086, 0.075, 0.047, 0.034, 0.018, 0.014, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.001, 0.005, 0.018, 0.03, 0.057, 0.068, 0.073, 0.092, 0.105, 0.098, 0.091, 0.091, 0.063, 0.072, 0.042, 0.029, 0.031, 0.015, 0.007, 0.008, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00270.obj,"[0.05485755122955169, 0.0, 0.029214738418882853, 0.0005893590112231713, [0.142, 0.134, 0.125, 0.091, 0.073, 0.078, 0.08, 0.083, 0.059, 0.038, 0.039, 0.023, 0.025, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.018, 0.023, 0.053, 0.044, 0.043, 0.053, 0.076, 0.06, 0.055, 0.061, 0.058, 0.035, 0.041, 0.041, 0.202, 0.101, 0.036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.032, 0.035, 0.061, 0.067, 0.068, 0.063, 0.104, 0.101, 0.072, 0.072, 0.077, 0.055, 0.044, 0.035, 0.043, 0.027, 0.038, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.066, 0.017, 0.047, 0.087, 0.09, 0.101, 0.12, 0.121, 0.107, 0.079, 0.066, 0.044, 0.043, 0.012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.079, 0.059, 0.073, 0.089, 0.113, 0.123, 0.103, 0.099, 0.069, 0.065, 0.053, 0.042, 0.019, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00328.obj,"[0.057517396936419614, 0.0, 0.03027564838285885, 0.000947437674841509, [0.148, 0.156, 0.12, 0.081, 0.063, 0.068, 0.102, 0.087, 0.045, 0.035, 0.033, 0.022, 0.02, 0.017, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.065, 0.061, 0.047, 0.073, 0.082, 0.067, 0.032, 0.019, 0.03, 0.01, 0.009, 0.014, 0.031, 0.032, 0.275, 0.127, 0.026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.037, 0.041, 0.054, 0.09, 0.087, 0.09, 0.07, 0.1, 0.082, 0.094, 0.06, 0.027, 0.019, 0.017, 0.018, 0.021, 0.087, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.053, 0.042, 0.049, 0.063, 0.088, 0.135, 0.158, 0.148, 0.101, 0.07, 0.049, 0.036, 0.005, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.047, 0.076, 0.078, 0.099, 0.143, 0.139, 0.144, 0.11, 0.072, 0.054, 0.018, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00355.obj,"[0.03643482820863605, 0.0, 0.024581057972419305, 0.0016554264587596492, [0.217, 0.196, 0.094, 0.048, 0.055, 0.06, 0.048, 0.035, 0.038, 0.041, 0.037, 0.043, 0.05, 0.033, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.035, 0.08, 0.047, 0.055, 0.045, 0.059, 0.035, 0.042, 0.07, 0.042, 0.037, 0.055, 0.066, 0.038, 0.054, 0.043, 0.197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.036, 0.068, 0.088, 0.103, 0.111, 0.087, 0.062, 0.068, 0.074, 0.056, 0.051, 0.05, 0.027, 0.039, 0.02, 0.02, 0.025, 0.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.019, 0.069, 0.136, 0.155, 0.166, 0.15, 0.115, 0.08, 0.063, 0.028, 0.014, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.021, 0.126, 0.172, 0.212, 0.183, 0.135, 0.07, 0.05, 0.019, 0.009, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
Cup,data/normalized/Cup/D00363.obj,"[0.008930205795101957, 0.0, 0.005531877919584626, 0.00028624376417147576, [0.11, 0.102, 0.125, 0.107, 0.116, 0.107, 0.089, 0.066, 0.053, 0.045, 0.033, 0.024, 0.012, 0.008, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.061, 0.294, 0.319, 0.222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017, 0.029, 0.0, 0.0, 0.0, 0.02, 0.015, 0.023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.157, 0.46, 0.175, 0.007, 0.0, 0.004, 0.013, 0.049, 0.024, 0.033, 0.055, 0.013, 0.001, 0.0, 0.0, 0.0, 0.003, 0.005, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.117, 0.449, 0.196, 0.073, 0.077, 0.051, 0.016, 0.002, 0.009, 0.005, 0.002, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.164, 0.369, 0.226, 0.135, 0.062, 0.017, 0.008, 0.006, 0.002, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
